Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOMS,Mode VOMS Questionable,Max Trains in Operation,Max Trains in Operation Questionable,Average Speed (mi/hr),Average Speed (mi/hr) Questionable,Average Passenger Trip Length (mi),Average Passenger Trip Length (mi) Questionable,Passengers per Hour,Passengers per Hour Questionable,Scheduled Vehicle Revenue Miles,Scheduled Vehicle Revenue Miles Questionable,Vehicle Miles,Vehicle Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Deadhead Miles, Deadhead Miles Questionable ,Vehicle Hours, Vehicle Hours Questionable ,"Vehicle 
Revenue 
Hours", Vehicle Revenue Hours Questionable ,Deadhead Hours, Deadhead Hours Questionable ,Train Miles, Train Miles Questionable ,"Train 
Revenue
Miles", Train Revenue Miles Questionable ,Train Hours, Train Hours Questionable ,"Train 
Revenue 
Hours", Train Revenue Hours Questionable ,Unlinked Passenger Trips, Unlinked Passenger Trips Questionable ,Passenger Miles,Passenger Miles Questionable,Any data questionable,,,,,,,,,,,,,,1
Chapel Hill Transit,Chapel Hill,NC,4051,40051,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"347,602 ", 92 ,DR,DO,15,, -   ,  , 12.17 ,  , 4.73 ,  , 2.48 ,  ,0 ,  ,"320,089 ",  ,"262,353 ",  ,"57,736 ",  ,"29,895 ",  ,"21,553 ",  ,"8,342 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"53,438 ",  ,"252,721 ",,No,,,,,,,,,,,,,,
Pigeon Forge Fun Time Trolleys,Pigeon Forge,TN,4R08-012,4R08-41136,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 33 ,MB,DO,33,, -   ,  , 12.17 ,  , -   ,  , 51.62 ,  ,0 ,  ,0 ,  ,"539,260 ",  ,,  ,0 ,  ,"44,307 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,287,113 ",  ,0 ,,No,,,,,,,,,,,,,,
Altoona Metro Transit,Altoona,PA,3011,30011,Independent Public Agency or Authority of Transit Service,Full Reporter,"79,930 ", 34 ,DR,PT,12,, -   ,  , 12.17 ,  , 5.11 ,  , 3.19 ,  ,0 ,  ,"58,980 ",  ,"50,085 ",  ,"8,895 ",  ,"4,644 ",  ,"4,116 ",  ,528 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"13,148 ",  ,"67,164 ",,No,,,,,,,,,,,,,,
The Eastern Contra Costa Transit Authority,Antioch,CA,9162,90162,Independent Public Agency or Authority of Transit Service,Full Reporter,"277,634 ", 73 ,DR,PT,21,, -   ,  , 12.17 ,  , 5.65 ,  , 2.04 ,  ,0 ,  ,"954,469 ",  ,"796,820 ",  ,"157,649 ",  ,"69,932 ",  ,"65,485 ",  ,"4,447 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"133,769 ",  ,"756,200 ",,No,,,,,,,,,,,,,,
City of Roswell,Roswell,NM,6R03-008,6R03-60167,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 15 ,MB,DO,10,, -   ,  , 12.17 ,  , -   ,  , 6.65 ,  ,0 ,  ,0 ,  ,"334,411 ",  ,,  ,0 ,  ,"27,485 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"182,779 ",  ,0 ,,No,,,,,,,,,,,,,,
"County Commissioners of Charles County, MD",Port Tobacco,MD,3088,30088,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"109,919 ", 27 ,DR,PT,11,, -   ,  , 12.16 ,  , 7.34 ,  , 1.72 ,  ,0 ,  ,"309,554 ",  ,"262,388 ",  ,"47,166 ",  ,"24,016 ",  ,"21,584 ",  ,"2,432 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"37,088 ",  ,"272,172 ",,No,,,,,,,,,,,,,,
City of Durango,Durango,CO,8R01-005,8R01-80206,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 11 ,DR,DO,2,, -   ,  , 12.15 ,  , -   ,  , 2.02 ,  ,0 ,  ,0 ,  ,"35,807 ",  ,,  ,0 ,  ,"2,947 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"5,941 ",  ,0 ,,No,,,,,,,,,,,,,,
Huntington Area Rapid Transit,Huntington Station,NY,2071,20071,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 21 ,DR,DO,13,, -   ,  , 12.14 ,  , 6.26 ,  , 2.28 ,  ,0 ,  ,"237,846 ",  ,"219,184 ",  ,"18,662 ",  ,"19,237 ",  ,"18,048 ",  ,"1,189 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"41,080 ",  ,"257,139 ",,No,,,,,,,,,,,,,,
City of Berlin,Berlin,WI,5R06-011,5R06-50506,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 5 ,DT,PT,5,, -   ,  , 12.14 ,  , -   ,  , 3.47 ,  ,0 ,  ,0 ,  ,"102,973 ",  ,,  ,0 ,  ,"8,480 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"29,428 ",  ,0 ,,No,,,,,,,,,,,,,,
Flint Hills Area Transportation ,Manhattan,KS,7053,70053,Private-Non-Profit Corporation,Reduced Reporter,"54,622 ", 20 ,MB,DO,10,, -   ,  , 12.12 ,  , -   ,  , 16.38 ,  ,0 ,  ,0 ,  ,"270,128 ",  ,,  ,0 ,  ,"22,283 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"364,889 ",  ,0 ,,No,,,,,,,,,,,,,,
Shelby County ,Shelbyville,IL,5R01-021,5R01-50496,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 30 ,DR,DO,30,, -   ,  , 12.12 ,  , -   ,  , 1.88 ,  ,0 ,  ,0 ,  ,"441,161 ",  ,,  ,0 ,  ,"36,400 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"68,328 ",  ,0 ,,No,,,,,,,,,,,,,,
Easy Lift Transportation,Goleta,CA,9243,90243,Private-Non-Profit Corporation,Reduced Reporter,"195,861 ", 21 ,DR,DO,21,, -   ,  , 12.12 ,  , -   ,  , 2.17 ,  ,0 ,  ,0 ,  ,"325,760 ",  ,,  ,0 ,  ,"26,881 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"58,356 ",  ,0 ,,No,,,,,,,,,,,,,,
Lawrence County Port Authority,Ironton,OH,5186,50186,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"202,637 ", 11 ,DR,PT,11,, -   ,  , 12.12 ,  , -   ,  , 0.82 ,  ,0 ,  ,0 ,  ,"138,470 ",  ,,  ,0 ,  ,"11,429 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"9,403 ",  ,0 ,,No,,,,,,,,,,,,,,
Borough of Mt. Carmel,Mount Carmel,PA,3R04-004,3R04-30116,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 3 ,MB,PT,3,, -   ,  , 12.11 ,  , -   ,  , 5.77 ,  ,0 ,  ,0 ,  ,"61,273 ",  ,,  ,0 ,  ,"5,058 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"29,205 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Wisconsin Rapids,Wisconsin Rapids,WI,5R06-049,5R06-50405,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 11 ,DT,PT,11,, -   ,  , 12.11 ,  , -   ,  , 2.63 ,  ,0 ,  ,0 ,  ,"473,051 ",  ,,  ,0 ,  ,"39,067 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"102,575 ",  ,0 ,,No,,,,,,,,,,,,,,
"Boone County Senior Services, Inc.",Lebanon,IN,5R02-011,5R02-50230,Private-Non-Profit Corporation,Rural Reporter,0 , 16 ,DR,DO,16,, -   ,  , 12.11 ,  , -   ,  , 1.22 ,  ,0 ,  ,0 ,  ,"250,770 ",  ,,  ,0 ,  ,"20,715 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"25,193 ",  ,0 ,,No,,,,,,,,,,,,,,
The City of Bowling Green/Community Action of Southern Kentucky,Bowling Green,KY,4184,40184,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,306 ", 17 ,MB,DO,6,, -   ,  , 12.10 ,  , -   ,  , 7.74 ,  ,0 ,  ,0 ,  ,"170,968 ",  ,,  ,0 ,  ,"14,128 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"109,329 ",  ,0 ,,No,,,,,,,,,,,,,,
New River Transit Authority,Beckley,WV,,30199,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"64,022 ", 11 ,MB,PT,11,, -   ,  , 12.10 ,  , -   ,  , 1.95 ,  ,0 ,  ,0 ,  ,"81,528 ",  ,,  ,0 ,  ,"6,738 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"13,156 ",  ,0 ,,No,,,,,,,,,,,,,,
Nassau Inter County Express,Garden City,NY,2206,20206,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 353 ,MB,PT,255,, -   ,  , 12.10 ,  , 5.57 ,  , 34.33 ,  ,"9,632,091 ",  ,"11,062,298 ",  ,"9,577,008 ",  ,"1,485,290 ",  ,"881,606 ",  ,"791,771 ",  ,"89,835 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"27,180,291 ",  ,"151,337,450 ",,No,,,,,,,,,,,,,,
Ventura Intercity Service Transit Authority,Ventura,CA,9164,90164,Independent Public Agency or Authority of Transit Service,Full Reporter,"367,260 ", 47 ,MB,PT,5,, -   ,  , 12.09 ,  , -   , W , 5.53 ,  ,"65,231 ",  ,"78,541 ",  ,"65,231 ",  ,"13,310 ",  ,"6,351 ",  ,"5,396 ",  ,955 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"29,828 ",  ,0 ,W,No,,,,,,,,,,,,,,
SEMCAC,Rushford,MN,5R04-033,5R04-50428,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 11 ,DR,DO,10,, -   ,  , 12.09 ,  , -   ,  , 3.13 ,  ,0 ,  ,0 ,  ,"198,273 ",  ,,  ,0 ,  ,"16,403 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"51,300 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Long Beach,Long Beach,NY,2006,20006,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ", 9 ,MB,DO,6,, -   ,  , 12.09 ,  , 1.14 ,  , 15.89 ,  ,"340,000 ",  ,"329,859 ",  ,"323,355 ",  ,"6,504 ",  ,"27,485 ",  ,"26,755 ",  ,730 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"425,095 ",  ,"485,600 ",,No,,,,,,,,,,,,,,
Su Tran LLC dba: Sioux Area Metro,Sioux Falls,SD,8002,80002,Private Provider Reporting on Behalf of a Public Entity,Full Reporter,"156,777 ", 42 ,DR,DO,20,, -   ,  , 12.08 ,  , 6.27 ,  , 2.47 ,  ,0 ,  ,"603,599 ",  ,"594,844 ",  ,"8,755 ",  ,"49,956 ",  ,"49,247 ",  ,709 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"121,398 ",  ,"761,609 ",,No,,,,,,,,,,,,,,
Tahoe Transportation District,Zephyr Cove,NV,9R02-137,9R02-91092,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 40 ,MB,PT,34,, -   ,  , 12.07 ,  , -   ,  , 16.83 ,  ,0 ,  ,0 ,  ,"415,432 ",  ,,  ,0 ,  ,"34,413 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"579,270 ",  ,0 ,,No,,,,,,,,,,,,,,
Central Ohio Transit Authority,Columbus,OH,5016,50016,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,368,035 ", 361 ,MB,DO,284,, -   ,  , 12.07 ,  , 3.79 ,  , 19.95 ,  ,"11,434,824 ",  ,"14,259,176 ",  ,"11,443,670 ",  ,"2,815,506 ",  ,"1,045,171 ",  ,"948,298 ",  ,"96,873 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"18,920,014 ",  ,"71,677,603 ",,No,,,,,,,,,,,,,,
Colorado Valley Transit  District,Columbus ,TX,6R05-031,6R05-60238,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 23 ,DR,PT,4,, -   ,  , 12.07 ,  , -   ,  , 2.18 ,  ,0 ,  ,0 ,  ,"186,113 ",  ,,  ,0 ,  ,"15,423 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"33,665 ",  ,0 ,,No,,,,,,,,,,,,,,
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,"65,207 ", 20 ,DR,DO,7,, -   ,  , 12.07 ,  , 3.12 ,  , 2.59 ,  ,0 ,  ,"163,993 ",  ,"149,948 ",  ,"14,045 ",  ,"13,203 ",  ,"12,428 ",  ,775 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"32,181 ",  ,"100,462 ",,No,,,,,,,,,,,,,,
Allegany County Transit,Cumberland,MD,3041,30041,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"51,899 ", 14 ,DR,DO,6,, -   ,  , 12.06 ,  , -   ,  , 1.80 ,  ,0 ,  ,0 ,  ,"163,278 ",  ,,  ,0 ,  ,"13,540 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"24,332 ",  ,0 ,,No,,,,,,,,,,,,,,
Rainbow Rider Transit Board,Lowry,MN,5R04-028,5R04-50231,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 36 ,DR,DO,24,, -   ,  , 12.06 ,  , -   ,  , 3.23 ,  ,0 ,  ,0 ,  ,"395,513 ",  ,,  ,0 ,  ,"32,799 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"105,986 ",  ,0 ,,No,,,,,,,,,,,,,,
Rainbow Rider Transit Board,Lowry,MN,5R04-028,5R04-50231,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 36 ,MB,DO,12,, -   ,  , 12.06 ,  , -   ,  , 3.23 ,  ,0 ,  ,0 ,  ,"190,379 ",  ,,  ,0 ,  ,"15,788 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"51,016 ",  ,0 ,,No,,,,,,,,,,,,,,
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"2,650,890 ", 885 ,LR,DO,72,, 23 ,  , 12.05 ,  , 4.23 ,  , 53.95 ,  ,"5,090,155 ",  ,"5,202,174 ",  ,"5,139,496 ",  ,"62,678 ",  ,"437,607 ",  ,"426,349 ",  ,"11,258 ",  ,"1,933,612 ",  ,"1,910,100 ",  ,"160,507 ",  ,"156,295 ",  ,"23,003,457 ",  ,"97,403,465 ",,No,,,,,,,,,,,,,,
Capital Metropolitan Transportation Authority,Austin,TX,6048,60048,Independent Public Agency or Authority of Transit Service,Full Reporter,"1,362,416 ", 674 ,MB,PT,301,, -   ,  , 12.04 ,  , 4.49 ,  , 27.75 ,  ,"14,034,784 ",  ,"15,616,894 ",  ,"14,001,707 ",  ,"1,615,187 ",  ,"1,232,904 ",  ,"1,162,528 ",  ,"70,376 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"32,261,330 ",  ,"144,788,219 ",,No,,,,,,,,,,,,,,
City of Ruidoso Downs,Ruidoso Downs,NM,6R03-035,6R03-60252,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 5 ,DR,DO,5,, -   ,  , 12.04 ,  , -   ,  , 1.90 ,  ,0 ,  ,0 ,  ,"51,303 ",  ,,  ,0 ,  ,"4,262 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"8,092 ",  ,0 ,,No,,,,,,,,,,,,,,
"Glen-wood, Inc. ",Plentywood,MT,8R02-025,8R02-80254,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 11 ,DR,DO,11,, -   ,  , 12.03 , Q , -   ,  , 4.91 , Q ,0 ,  ,0 ,  ,"87,985 ",  ,,  ,0 ,  ,"7,311 ", Q ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"35,923 ", Q ,0 ,,Yes,,,,,,,,,,,,,,
Gwinnett County Board of Commissioners,Lawrenceville,GA,4138,40138,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"4,515,419 ", 65 ,DR,PT,6,, -   ,  , 12.03 ,  , 8.55 ,  , 1.67 ,  ,0 ,  ,"265,390 ",  ,"208,143 ",  ,"57,247 ",  ,"21,565 ",  ,"17,296 ",  ,"4,269 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"28,812 ",  ,"246,272 ",,No,,,,,,,,,,,,,,
City of Houston,Houston,MO,7R03-003,7R03-70165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 2 ,DR,DO,2,, -   ,  , 12.01 ,  , -   ,  , 8.10 ,  ,0 ,  ,0 ,  ,"24,313 ",  ,,  ,0 ,  ,"2,024 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"16,402 ",  ,0 ,,No,,,,,,,,,,,,,,
Midland-Odessa Urban Transit District,Midland,TX,6097,60097,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"126,405 ", 22 ,DR,DO,8,, -   ,  , 12.01 ,  , -   ,  , 2.00 ,  ,0 ,  ,0 ,  ,"177,030 ",  ,,  ,0 ,  ,"14,738 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"29,489 ",  ,0 ,,No,,,,,,,,,,,,,,
Billings Metropolitan Transit,Billings,MT,8004,80004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"114,773 ", 31 ,DR,DO,11,, -   ,  , 12.01 ,  , 5.48 ,  , 4.04 ,  ,0 ,  ,"188,708 ",  ,"142,915 ",  ,"45,793 ",  ,"23,194 ",  ,"11,898 ",  ,"11,296 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"48,104 ",  ,"263,607 ",,No,,,,,,,,,,,,,,
Denton County Transportation Authority,Lewisville,TX,6101,60101,Independent Public Agency or Authority of Transit Service,Full Reporter,"366,174 ", 94 ,MB,DO,44,, -   ,  , 12.01 ,  , 2.68 ,  , 20.27 ,  ,"1,404,539 ",  ,"1,492,631 ",  ,"1,403,748 ",  ,"88,883 ",  ,"120,754 ",  ,"116,874 ",  ,"3,880 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,368,553 ",  ,"6,345,512 ",,No,,,,,,,,,,,,,,
City of Americus,Americus,GA,4R03-045,4R03-41149,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 5 ,DR,DO,5,, -   ,  , 12.01 ,  , -   ,  , 3.67 ,  ,0 ,  ,0 ,  ,"64,830 ",  ,,  ,0 ,  ,"5,400 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"19,805 ",  ,0 ,,No,,,,,,,,,,,,,,
Greater Lafayette Public Transportation Corporation,Lafayette,IN,5051,50051,Independent Public Agency or Authority of Transit Service,Full Reporter,"147,725 ", 55 ,DR,DO,5,, -   ,  , 12.00 ,  , 5.93 ,  , 3.10 ,  ,0 ,  ,"133,422 ",  ,"118,095 ",  ,"15,327 ",  ,"11,002 ",  ,"9,839 ",  ,"1,163 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"30,494 ",  ,"180,836 ",,No,,,,,,,,,,,,,,
City of San Luis Obispo,San Luis Obispo,CA,9156,90156,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"59,219 ", 10 ,MB,PT,10,, -   ,  , 12.00 ,  , 2.91 ,  , 33.30 ,  ,"373,727 ",  ,"423,469 ",  ,"396,269 ",  ,"27,200 ",  ,"34,763 ",  ,"33,016 ",  ,"1,747 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"1,099,547 ",  ,"3,199,681 ",,No,,,,,,,,,,,,,,
City of Vacaville,Vacaville,CA,9155,90155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"93,141 ", 13 ,DR,PT,3,, -   ,  , 12.00 ,  , -   ,  , 2.63 ,  ,0 ,  ,0 ,  ,"63,371 ",  ,,  ,0 ,  ,"5,280 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"13,880 ",  ,0 ,,No,,,,,,,,,,,,,,
SEMCAC,Rushford,MN,5R04-033,5R04-50428,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 11 ,MB,DO,1,, -   ,  , 12.00 ,  , -   ,  , 3.10 ,  ,0 ,  ,0 ,  ,696 ,  ,,  ,0 ,  ,58 ,  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,180 ,  ,0 ,,No,,,,,,,,,,,,,,
Towns County,"Hiawassee					",GA,4R03-100,4R03-41033,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 3 ,DR,DO,3,, -   ,  , 12.00 ,  , -   ,  , 0.87 ,  ,0 ,  ,0 ,  ,"30,240 ",  ,,  ,0 ,  ,"2,520 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,197 ",  ,0 ,,No,,,,,,,,,,,,,,
MetroWest Regional Transit Authority,Framingham,MA,1118,10118,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ", 93 ,DR,PT,60,, -   ,  , 12.00 ,  , 6.17 ,  , 1.89 ,  ,0 ,  ,"840,253 ",  ,"750,097 ",  ,"90,156 ",  ,"87,067 ",  ,"62,522 ",  ,"24,545 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"118,327 ",  ,"730,019 ",,No,,,,,,,,,,,,,,
Lane Transit District,Eugene,OR,0007,00007,Independent Public Agency or Authority of Transit Service,Full Reporter,"247,421 ", 325 ,RB,DO,8,, -   ,  , 11.99 ,  , 2.85 ,  , 77.20 ,  ,"436,157 ",  ,"437,952 ",  ,"429,059 ",  ,"8,893 ",  ,"36,307 ",  ,"35,780 ",  ,527 ,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,762,085 ",  ,"7,881,520 ",,No,,,,,,,,,,,,,,
County of Hunterdon,Flemington,NJ,2212,20212,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"18,351,295 ", 21 ,MB,PT,2,, -   ,  , 11.99 ,  , -   ,  , 3.95 ,  ,0 ,  ,0 ,  ,"48,385 ",  ,,  ,0 ,  ,"4,035 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"15,955 ",  ,0 ,,No,,,,,,,,,,,,,,
City of Broken Bow,Broken Bow,NE,7R04-013,7R04-70119,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 1 ,DR,DO,1,, -   ,  , 11.98 ,  , -   ,  , 3.50 ,  ,0 ,  ,0 ,  ,"14,445 ",  ,,  ,0 ,  ,"1,206 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"4,218 ",  ,0 ,,No,,,,,,,,,,,,,,
Central Oregon Intergovernmental Council,Bend,OR,0057,00057,"MPO, COG or Other Planning Agency",Full Reporter,"83,794 ", 41 ,DR,PT,10,, -   ,  , 11.97 ,  , 3.21 ,  , 3.92 ,  ,0 ,  ,"162,134 ",  ,"143,481 ",  ,"18,653 ",  ,"13,782 ",  ,"11,987 ",  ,"1,795 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"46,970 ",  ,"150,655 ",,No,,,,,,,,,,,,,,
Valley Transit,Walla Walla,WA,0064,00064,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"55,805 ", 22 ,MB,DO,11,, -   ,  , 11.97 ,  , -   ,  , 24.56 ,  ,0 ,  ,0 ,  ,"345,666 ",  ,,  ,0 ,  ,"28,886 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"709,307 ",  ,0 ,,No,,,,,,,,,,,,,,
Metro Transit ,Minneapolis,MN,5027,50027,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"2,650,890 ", 885 ,MB,DO,793,, -   ,  , 11.96 ,  , 4.07 ,  , 30.73 ,  ,"24,173,510 ",  ,"31,198,704 ",  ,"24,173,773 ",  ,"7,024,931 ",  ,"2,359,892 ",  ,"2,020,743 ",  ,"339,149 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"62,106,090 ",  ,"252,878,836 ",,No,,,,,,,,,,,,,,
District Three Public Transit,Marion,VA,3R06-002,3R06-30123,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 45 ,DR,DO,45,, -   ,  , 11.96 ,  , -   ,  , 3.67 ,  ,0 ,  ,0 ,  ,"552,717 ",  ,,  ,0 ,  ,"46,231 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"169,600 ",  ,0 ,,No,,,,,,,,,,,,,,
Beaumont Municipal Transit System,Beaumont,TX,6016,60016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"147,922 ", 18 ,DR,PT,6,, -   ,  , 11.95 ,  , 3.77 ,  , 2.79 ,  ,0 ,  ,"156,189 ",  ,"99,571 ",  ,"56,618 ",  ,"20,709 ",  ,"8,330 ",  ,"12,379 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"23,242 ",  ,"87,622 ",,No,,,,,,,,,,,,,,
Connecticut Department of Transportation- CTTransit Waterbury- NET,Waterbury,CT,1128,10128,"Subsidiary Unit of a Transit Agency, Reporting Separately",Full Reporter,"194,535 ", 69 ,MB,PT,35,, -   ,  , 11.95 ,  , 2.83 ,  , 29.51 ,  ,"1,102,218 ",  ,"1,212,782 ",  ,"1,102,218 ",  ,"110,564 ",  ,"98,105 ",  ,"92,214 ",  ,"5,891 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"2,721,399 ",  ,"7,701,559 ",,No,,,,,,,,,,,,,,
Lowell Regional Transit Authority,Lowell,MA,1005,10005,Independent Public Agency or Authority of Transit Service,Full Reporter,"4,181,019 ", 75 ,DR,PT,16,, -   ,  , 11.95 ,  , 5.09 ,  , 1.93 ,  ,0 ,  ,"392,889 ",  ,"367,435 ",  ,"25,454 ",  ,"32,766 ",  ,"30,757 ",  ,"2,009 ",  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"59,393 ",  ,"302,310 ",,No,,,,,,,,,,,,,,
Roaring Fork Transportation Authority,Glenwood Springs,CO,8R01-013,8R01-80289,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 118 ,DR,DO,10,, -   ,  , 11.95 ,  , -   ,  , 3.11 ,  ,0 ,  ,0 ,  ,"74,936 ",  ,,  ,0 ,  ,"6,273 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"19,529 ",  ,0 ,,No,,,,,,,,,,,,,,
Etowah County Commission,Gadsden,AL,4R01-013,4R01-40960,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 10 ,DR,DO,10,, -   ,  , 11.94 ,  , -   ,  , 1.27 ,  ,0 ,  ,0 ,  ,"138,995 ",  ,,  ,0 ,  ,"11,640 ",  ,,  ,0 ,  ,0 ,  ,0 ,  ,0 ,  ,"14,784 ",  ,0 ,,No,,,,,,,,,,,,,,
